,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가,단위가격,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
5290,2019-02-24 20:00,20,푸마 트렁크 블랙에디션 패키지,5,89000,3745000,43,Sunday,Yes,No,9,1,2,2,-1.5,14.3,6.1,0,44,104.69,20:00:00,120,19,0,1,6
29255,2019-10-07 20:40,20,무이자 LG 통돌이 세탁기,1,489000,42778000,88,Monday,No,No,12,1,2,0,13.8,17.7,15.5,8.6,15,105.46,20:40:00,124,10,0,0,0
33507,2019-11-21 8:40,20,초특가 히팅맘 스마트 리모컨 히터,4,39800,8525000,215,Thursday,No,No,3,1,2,2,-2.6,12.2,5,0,29,104.87,8:40:00,52,0,0,0,3
37180,2019-12-29 22:00,20,참존 탑뉴스 지이링클 기초세트,7,59000,42983000,729,Sunday,Yes,No,6,1,2,2,-2.4,6.6,2.6,6.2,32,105.12,22:00:00,132,0,0,1,6
6771,2019-03-11 0:40,20,테이트 여성 SS 트렌치재킷,6,69900,24890000,357,Monday,No,No,8,1,1,2,0.7,11.9,6.4,1.1,37,104.49,0:40:00,4,0,0,0,0
23273,2019-08-10 15:00,30,[루이띠에] 18K 베르니아 목걸이 팔찌 세트,8,2090000,0,0,Saturday,Yes,No,12,0,2,2,24.5,33.4,28.6,0,23,104.81,15:00:00,90,43,0,1,5
36980,2019-12-27 9:40,20,까사마루 접이식 테이블 세트,4,79000,21303000,270,Friday,No,No,9,1,2,2,-3.2,5.1,0.6,0,24,105.12,9:40:00,58,0,0,0,4
34564,2019-12-02 20:40,20,(퀸+싱글)일월 품안애 온수매트,4,218000,29251000,135,Monday,No,No,11,1,2,2,0.2,6.8,3.6,0.2,20,105.12,20:40:00,124,15,0,0,0
3335,2019-02-05 19:20,20,일시불 쿠쿠전기밥솥 10인용,9,208000,12806000,62,Tuesday,No,Yes,11,1,2,1,-4.1,11,2.9,0,83,104.69,19:20:00,116,59,1,0,1
15820,2019-05-31 8:00,20,에펨 남성 소가죽 체인지 샌들,8,39800,8193000,206,Friday,No,No,3,1,2,2,14.4,24,18.6,0.8,22,105.05,8:00:00,48,68,0,0,4
30512,2019-10-20 11:00,20,(더블+더블)일월 순면 온열매트,4,168000,8768000,53,Sunday,Yes,No,11,1,2,2,10.4,22.6,15.1,0,27,105.46,11:00:00,66,69,0,1,6
13186,2019-05-07 21:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,548000,6359000,12,Tuesday,No,No,12,1,2,2,5.2,21.8,13.9,0,37,105.05,21:00:00,126,5,0,0,1
9633,2019-04-06 21:40,20,일시불 LG 울트라HD TV 55UK6800HNC,1,1300000,25661000,20,Saturday,Yes,No,12,0,2,1,3.4,19,11.6,0.6,56,104.87,21:40:00,130,1,0,1,5
1357,2019-01-15 22:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1900000,4656000,3,Tuesday,No,No,12,0,2,1,-3.9,6.1,0.9,0.1,88,104.24,22:00:00,132,1,0,0,1
21757,2019-07-26 19:20,20,리복 델타 피트니스 트렁크 8종,5,89000,6204000,70,Friday,No,No,9,1,2,2,24.7,29.2,26.5,19,19,104.56,19:20:00,116,19,0,0,4
34665,2019-12-03 20:20,20,일시불 클란츠 멀티쿡,9,60800,25264000,416,Tuesday,No,No,6,1,2,1,-2.7,6.8,2.4,0.5,20,105.12,20:20:00,122,0,0,0,1
14051,2019-05-14 15:20,20,뱅뱅 여성 썸머 데님팬츠 3종(2019 S/S),6,69900,17273000,248,Tuesday,No,No,8,1,1,2,13.9,26.6,19.8,0,37,105.05,15:20:00,92,42,0,0,1
24447,2019-08-21 9:40,20,오가닉뷰티 쿨 번아웃 레이스 브라세트,5,59900,33925000,567,Wednesday,No,No,6,1,2,2,22.5,30.1,25.8,8.6,28,104.81,9:40:00,58,85,0,0,2
20373,2019-07-14 18:00,20,멋진밥상 흥양농협 쌀 20kg,3,59900,43994000,735,Sunday,Yes,No,6,1,2,2,20.2,29.1,23.9,2.1,27,104.56,18:00:00,108,39,0,1,6
19807,2019-07-09 13:00,20,한일 대용량 스텐 분쇄믹서기,9,109800,21918000,200,Tuesday,No,No,10,1,2,2,18.4,27,22.6,0.2,14,104.56,13:00:00,78,14,0,0,1
14451,2019-05-18 7:20,20,헤비추얼 남성 썸머 쿨라이프 데님 3종,6,59000,26154000,444,Saturday,Yes,No,6,1,0,2,16.4,21.8,18.8,21.3,22,105.05,7:20:00,44,0,0,1,5
18713,2019-06-29 0:00,20,뱅뱅 남성 썸머 데님팬츠 3종(2019 S/S),6,79900,13452000,169,Saturday,Yes,No,9,1,0,2,19.9,24.1,21.6,31.7,20,104.88,0:00:00,0,42,0,1,5
27605,2019-09-22 0:40,20,로베르타 디 까메리노 쿨메쉬 지퍼란쥬 패키지,5,99900,24094000,242,Sunday,Yes,No,10,1,2,2,16.1,19.1,17.5,65.1,16,105.2,0:40:00,4,0,0,1,6
5515,2019-02-27 8:40,20,바로바로 무선청소기,4,89000,53199000,598,Wednesday,No,No,9,1,2,2,3.4,11.8,7.1,0.4,43,104.69,8:40:00,52,96,0,0,2
19487,2019-07-06 11:30,30,프라다 테스토 탑핸들 토트 숄더백,8,1180000,12110000,11,Saturday,Yes,No,12,0,2,2,19,31.3,25.1,0,28,104.56,11:30:00,69,29,0,1,5
483,2019-01-06 15:30,30,오모떼 프런트후크 데오브라 시즌2,5,59000,93153000,1579,Sunday,Yes,No,6,1,2,2,-6.1,5.7,-1.3,0,31,104.24,15:30:00,93,65,0,1,6
27670,2019-09-22 16:20,20,무이자 쿠쿠전기밥솥 6인용(QS),9,208000,5653000,28,Sunday,Yes,No,11,1,2,0,16.1,19.1,17.5,65.1,16,105.2,16:20:00,98,59,0,1,6
37354,2019-12-31 21:20,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,29141000,22,Tuesday,No,No,12,1,2,1,-6.7,0.4,-3.8,0.1,19,105.12,21:20:00,128,9,0,0,1
18911,2019-06-30 21:20,20,무이자 LG 통돌이 세탁기,1,489000,10568000,22,Sunday,Yes,No,12,1,2,0,20.1,28.5,23.8,0,23,104.88,21:20:00,128,10,0,1,6
26638,2019-09-13 10:30,30,프라다 비텔로 피닉스 보스턴,8,1590000,14423000,10,Friday,No,Yes,12,0,2,2,17.1,27.4,21.7,0,14,105.2,10:30:00,63,0,1,0,4
8121,2019-03-24 9:40,20,칼리베이직 여성백 3종세트,8,39900,58140000,1458,Sunday,Yes,No,3,1,2,2,-2.1,11.3,4.7,0,24,104.49,9:40:00,58,0,0,1,6
10834,2019-04-17 0:00,20,(일)보루네오 유로탑 가죽 침대 킹,0,689000,5791000,9,Wednesday,No,No,12,1,2,2,8.7,23,15.5,0.5,34,104.87,0:00:00,0,5,0,0,2
35712,2019-12-13 20:40,20,[VONIN]보닌 남성기초세트,7,54000,59370000,1100,Friday,No,No,5,0,2,2,-4.6,8.1,1.6,0.1,24,105.12,20:40:00,124,87,0,0,4
29045,2019-10-05 21:40,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,0,648000,28416000,44,Saturday,Yes,No,12,1,2,2,15.5,22.6,18.9,3.2,26,105.46,21:40:00,130,18,0,1,5
15170,2019-05-24 17:40,20,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,20053000,120,Friday,No,No,11,1,2,1,14,31.6,22.9,0,62,105.05,17:40:00,106,4,0,0,4
31185,2019-10-27 10:30,30,코치 엠마 라지 사첼,8,249000,24925000,101,Sunday,Yes,No,12,1,2,2,5.4,17.4,10.7,0,30,105.46,10:30:00,63,0,0,1,6
31167,2019-10-27 8:40,20,무이자 쿠쿠전기밥솥 6인용(QS),9,208000,11204000,54,Sunday,Yes,No,11,1,2,0,5.4,17.4,10.7,0,30,105.46,8:40:00,52,59,0,1,6
29206,2019-10-07 9:20,20,마르엘라로사티 테일러드롱자켓1종,6,49900,20249000,406,Monday,No,No,5,1,2,2,13.8,17.7,15.5,8.6,15,105.46,9:20:00,56,79,0,0,0
23613,2019-08-13 18:00,20,안동간고등어 20팩,3,30900,28854000,934,Tuesday,No,No,1,1,2,2,24.3,33.7,28.5,1.2,21,104.81,18:00:00,108,17,0,0,1
29155,2019-10-06 19:20,20,아가타 골든 마스터 2종 (펌프스1종+플랫슈즈1종),8,59900,57917000,967,Sunday,Yes,No,6,1,2,2,13.4,21.8,17.3,0,16,105.46,19:20:00,116,0,0,1,6
4061,2019-02-12 23:00,20,(일) 삼익가구 LED 제니비 서랍형 침대 Q,0,549000,2862000,6,Tuesday,No,No,12,1,2,2,-6,6,0.1,0,45,104.69,23:00:00,138,3,0,0,1
18933,2019-07-01 7:00,20,오델로 여성 모자 3종,8,29000,26879000,927,Monday,No,No,1,1,2,2,19.9,26.9,23.2,0.4,27,104.56,7:00:00,42,0,0,0,0
1457,2019-01-16 20:00,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,3659000,3,Wednesday,No,No,12,1,2,1,-7.9,1.7,-3.2,0,36,104.24,20:00:00,120,9,0,0,2
9946,2019-04-09 10:20,20,에코라믹 통주물 스톤 냄비세트,9,60900,38404000,631,Tuesday,No,No,7,1,2,2,4.8,15.4,9.3,23.2,24,104.87,10:20:00,62,24,0,0,1
2466,2019-01-27 16:00,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,2422000,15,Sunday,Yes,No,11,1,2,0,-7.8,7.1,-0.2,0,27,104.24,16:00:00,96,4,0,1,6
30905,2019-10-24 1:40,20,라쉬반 프레쉬 에어 에디션 드로즈 패키지(+캐리어),5,119000,19061000,161,Thursday,No,No,10,1,2,2,13.6,22.1,17.4,2.3,26,105.46,1:40:00,10,20,0,0,3
22625,2019-08-04 14:40,20,헤드 파이로라이트 트렁크 8종 패키지(7월),5,59000,6792000,116,Sunday,Yes,No,6,1,2,2,23.9,34.2,28.4,0.6,28,104.81,14:40:00,88,19,0,1,6
11062,2019-04-18 21:40,20,일시불 삼성 UHD TV UN75NU7050F,1,2700000,0,0,Thursday,No,No,12,0,2,1,8.4,21.6,15.3,0,30,104.87,21:40:00,130,1,0,0,3
29498,2019-10-09 21:00,20,(중형)일월 에너지세이브 카페트매트,4,148000,8662000,59,Wednesday,No,Yes,11,1,2,2,6.8,21.2,13.3,0,24,105.46,21:00:00,126,111,1,0,2
31325,2019-10-29 6:00,30, 블랙모어스 알티지 오메가3 3병 (53주분),2,119000,6228000,53,Tuesday,No,No,10,1,2,2,8,18.8,13.2,0.7,65,105.46,6:00:00,36,0,0,0,1
14024,2019-05-14 11:00,20,일시불  쿠쿠전기밥솥 6인용,9,198000,2997000,16,Tuesday,No,No,11,1,2,1,13.9,26.6,19.8,0,37,105.05,11:00:00,66,59,0,0,1
24639,2019-08-23 7:00,20,노송가구 제이드 비취 교자상(900),4,69000,2696000,40,Friday,No,No,8,1,2,2,20.8,29.5,24.7,0,28,104.81,7:00:00,42,0,0,0,4
12139,2019-04-28 22:00,20,일시불 쿠첸 압력밥솥 6인용 (A1),9,148000,14317000,97,Sunday,Yes,No,11,1,2,1,8.4,17.1,12.1,0.2,19,104.87,22:00:00,132,4,0,1,6
13023,2019-05-06 13:20,20,무이자 LG 울트라HD TV 55UK6800HNC,1,1430000,6628000,5,Monday,No,Yes,12,0,2,0,8.3,20.3,14,0.1,37,105.05,13:20:00,80,1,1,0,0
12282,2019-04-30 9:20,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,30856000,260,Tuesday,No,No,10,1,2,1,9.8,20.5,14.6,0.1,24,104.87,9:20:00,56,40,0,0,1
8388,2019-03-26 22:20,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,1089000,3014000,3,Tuesday,No,No,12,1,2,0,3.2,18.7,10.5,0,45,104.49,22:20:00,134,13,0,0,1
30091,2019-10-15 23:20,20,(더블사이즈)일월 순면 온열매트,4,98000,6863000,71,Tuesday,No,No,10,1,2,2,8.5,18.8,13.3,1.2,21,105.46,23:20:00,140,69,0,0,1
26182,2019-09-08 20:00,20,영광 生 모시떡 130개(동부기피80개+검정깨50개),3,40900,28486000,697,Sunday,Yes,No,3,1,2,2,21.8,28.5,24.6,0.8,24,105.2,20:00:00,120,38,0,1,6
14147,2019-05-15 8:00,20,[안드레아바나]리얼카이만 악어 테일 숄더백,8,158000,2448000,16,Wednesday,No,No,11,1,2,2,14.3,27.3,20.3,0,42,105.05,8:00:00,48,29,0,0,2
8209,2019-03-25 0:40,20,BBC&IZUMI 레이스런닝 브라 패키지,5,109000,22458000,207,Monday,No,No,10,1,2,2,0.4,13.8,7.2,0,37,104.49,0:40:00,4,65,0,0,0
2090,2019-01-23 6:40,20,제주농장 유기 양배추진액 120포,2,74900,20207000,270,Wednesday,No,No,9,1,2,2,-2.2,9.6,3.1,0,58,104.24,6:40:00,40,0,0,0,2
29480,2019-10-09 20:00,20,에트로 프로푸미 크로스백 (1493-24-192),8,224000,2457000,11,Wednesday,No,Yes,12,0,2,2,6.8,21.2,13.3,0,24,105.46,20:00:00,120,28,1,0,2
26566,2019-09-12 17:40,20,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),7,39800,48003000,1207,Thursday,No,Yes,3,1,2,2,18.6,23.5,20.8,5.6,12,105.2,17:40:00,106,87,1,0,3
33123,2019-11-16 22:40,20,(일)[보루네오] 피올레 천연소가죽 소파 6인용,0,1199000,3254000,3,Saturday,Yes,No,12,1,2,2,5.1,17.1,10.3,0.2,32,104.87,22:40:00,136,8,0,1,5
28189,2019-09-27 19:00,20,푸마 프레쉬 미들 드로즈 패키지,5,89000,17687000,199,Friday,No,No,9,1,2,2,16.8,26.9,21.4,1.5,26,105.2,19:00:00,114,6,0,0,4
26563,2019-09-12 16:40,20,(무)100%리얼착즙석류 4박스,2,77000,11027000,144,Thursday,No,Yes,9,0,2,2,18.6,23.5,20.8,5.6,12,105.2,16:40:00,100,63,1,0,3
30919,2019-10-24 8:00,30,[루이띠에] 순금 37.5g 골드바,8,4250000,0,0,Thursday,No,No,12,0,2,2,13.6,22.1,17.4,2.3,26,105.46,8:00:00,48,49,0,0,3
19432,2019-07-05 20:20,20,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,18354000,110,Friday,No,No,11,1,2,1,19.1,32,25.1,0,29,104.56,20:20:00,122,4,0,0,4
12281,2019-04-30 9:00,20,무이자 올리고 가스와이드그릴레인지 프리미엄형,9,129000,4406000,35,Tuesday,No,No,10,1,2,0,9.8,20.5,14.6,0.1,24,104.87,9:00:00,54,40,0,0,1
8874,2019-03-31 17:20,20,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),1,1899000,7388000,4,Sunday,Yes,No,12,1,2,2,2.3,9.2,5.4,0.2,31,104.49,17:20:00,104,7,0,1,6
25728,2019-09-04 6:20,20,일시불 아이오 진공포장기,9,84000,7853000,94,Wednesday,No,No,9,0,2,1,21.4,26.2,23.4,11.9,13,105.2,6:20:00,38,0,0,0,2
24795,2019-08-25 6:40,20,레이프릴 오가닉 코튼 보정팬티 12종,5,39900,30048000,754,Sunday,Yes,No,3,1,2,2,18.9,28.7,23.2,1.2,19,104.81,6:40:00,40,0,0,1,6
16371,2019-06-05 13:30,30,효재 자수 광목 워싱 침구세트 퀸,10,149000,16057000,108,Wednesday,No,No,11,1,2,2,16.8,29.9,22.9,0,32,104.88,13:30:00,81,11,0,0,2
19320,2019-07-04 20:00,20,크로커다일 에어스킨 감탄브라 패키지(CD19차),5,79900,17077000,214,Thursday,No,No,9,1,2,2,18.4,31.2,24.4,0,27,104.56,20:00:00,120,65,0,0,3
21878,2019-07-27 22:40,20,일시불 LG 울트라HD TV 75UK7400KNA,1,2900000,0,0,Saturday,Yes,No,12,0,2,1,24.6,30.5,27.1,12.1,20,104.56,22:40:00,136,1,0,1,5
11814,2019-04-25 19:40,20,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,1,2209000,29868000,14,Thursday,No,No,12,1,2,1,10.2,17,13.5,4.5,38,104.87,19:40:00,118,7,0,0,3
8133,2019-03-24 12:20,20,무이자 삼성 블루스카이 공기청정기 7000 AX80R7580WDD,1,809000,2617000,4,Sunday,Yes,No,12,1,2,0,-2.1,11.3,4.7,0,24,104.49,12:20:00,74,115,0,1,6
26358,2019-09-10 19:20,20,헤드 파이로라이트 드로즈 10종 패키지(7월),5,59000,35878000,609,Tuesday,No,No,6,1,2,2,22.5,29.6,25.4,15.3,22,105.2,19:20:00,116,6,0,0,1
37079,2019-12-28 13:00,20,레이프릴 오가닉 코튼 보정팬티 12종,5,39900,46667000,1170,Saturday,Yes,No,3,1,2,2,-4.9,7.5,0.5,0,32,105.12,13:00:00,78,0,0,1,5
33843,2019-11-25 8:20,20,란체티 여성 융기모 히팅 동내의 패키지,5,59900,9699000,162,Monday,No,No,6,1,2,2,3.3,10.6,5.9,3.5,21,104.87,8:20:00,50,0,0,0,0
29988,2019-10-14 22:20,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,178000,9976000,57,Monday,No,No,11,1,2,0,9.3,21.3,14.7,3.4,24,105.46,22:20:00,134,4,0,0,0
34970,2019-12-06 20:40,20,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),9,218000,27079000,125,Friday,No,No,11,1,2,0,-7.7,2.3,-3.2,0,26,105.12,20:40:00,124,59,0,0,4
11756,2019-04-25 10:40,20,에코라믹 통주물 스톤 냄비세트,9,60900,58974000,969,Thursday,No,No,7,1,2,2,10.2,17,13.5,4.5,38,104.87,10:40:00,64,24,0,0,3
24090,2019-08-17 23:00,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,699000,14211000,21,Saturday,Yes,No,12,1,2,2,22,31,26.2,2.1,28,104.81,23:00:00,138,8,0,1,5
32518,2019-11-10 17:20,30,(1등급)467L_딤채김치냉장고,1,2549000,21418000,9,Sunday,Yes,No,12,1,2,2,3,15.8,9.4,8.5,28,104.87,17:20:00,104,9,0,1,6
24103,2019-08-18 6:40,20,마리노블 밍크 퍼 베스트(역시즌),6,199000,26220000,132,Sunday,Yes,No,11,1,2,2,21.1,30.8,25.3,0,24,104.81,6:40:00,40,84,0,1,6
32259,2019-11-07 21:20,20,일시불 LG 울트라HD TV 55UM7900BNA,1,1200000,3045000,3,Thursday,No,No,12,0,2,1,5.7,16.9,10.8,0,34,104.87,21:20:00,128,1,0,0,3
27133,2019-09-17 18:40,20,깐깐송도순 포기김치 10kg,3,38900,41319000,1063,Tuesday,No,No,3,1,2,2,15.5,27.8,21.3,0,19,105.2,18:40:00,112,50,0,0,1
14170,2019-05-15 13:00,20,뱅뱅 여성 썸머 데님팬츠 3종(2019 S/S),6,69900,10924000,157,Wednesday,No,No,8,1,1,2,14.3,27.3,20.3,0,42,105.05,13:00:00,78,42,0,0,2
2590,2019-01-28 22:00,20,일시불  쿠쿠전기밥솥 6인용,9,198000,3562000,18,Monday,No,No,11,1,2,1,-2.6,7.2,2.6,0.2,57,104.24,22:00:00,132,59,0,0,0
23152,2019-08-09 12:40,20,무이자 올리고 가스와이드그릴레인지 프리미엄형,9,129000,12871000,100,Friday,No,No,10,1,2,0,24.2,33.6,28.3,0.1,21,104.81,12:40:00,76,40,0,0,4
17838,2019-06-19 15:00,20,보몽드 샐비어 시어서커 리플 침구세트 Q,10,59900,9888000,166,Wednesday,No,No,6,1,2,2,18.3,27.5,22.2,0.8,26,104.88,15:00:00,90,11,0,0,2
34112,2019-11-28 7:40,20,오델로 남성 겨울모자 3종,8,29800,20259000,680,Thursday,No,No,1,1,2,2,0.3,10.4,4.7,3.1,25,104.87,7:40:00,46,0,0,0,3
12633,2019-05-03 15:20,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,178000,6535000,37,Friday,No,No,11,1,2,0,7.6,25.9,16.7,0,44,105.05,15:20:00,92,4,0,0,4
8347,2019-03-26 12:40,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,59800,29180000,488,Tuesday,No,No,6,1,2,2,3.2,18.7,10.5,0,45,104.49,12:40:00,76,107,0,0,1
18931,2019-07-01 6:40,20,에펨 남성 소가죽 체인지 샌들,8,39800,9699000,244,Monday,No,No,3,1,2,2,19.9,26.9,23.2,0.4,27,104.56,6:40:00,40,68,0,0,0
23984,2019-08-16 21:00,30,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,4,159000,39740000,250,Friday,No,No,11,1,2,1,23.3,30.7,26.4,1.9,21,104.81,21:00:00,126,80,0,0,4
27566,2019-09-21 17:20,20,피시원 국내산 햇 손질문어 8팩,3,49900,62283000,1249,Saturday,Yes,No,5,1,2,2,16,20.7,17.8,40.1,14,105.2,17:20:00,104,48,0,1,5
11731,2019-04-24 22:40,20,일시불 삼성 UHD TV UN75NU7050F,1,2700000,0,0,Wednesday,No,No,12,0,2,1,14.2,22,17.3,6.9,27,104.87,22:40:00,136,1,0,0,2
16725,2019-06-08 19:20,20,  뉴트리원 다이어트 구미,2,59000,32029000,543,Saturday,Yes,No,6,1,2,2,15.5,25.5,20.1,0.1,22,104.88,19:20:00,116,0,0,1,5
30476,2019-10-19 22:20,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,599000,0,0,Saturday,Yes,No,12,1,2,2,11.6,22.6,16.2,0.2,22,105.46,22:20:00,134,3,0,1,5
12228,2019-04-29 19:00,20,뱅뱅 여성 아웃도어 팬츠3종(2019 S/S),6,69900,9117000,131,Monday,No,No,8,1,1,2,8,14.3,11.3,19.1,21,104.87,19:00:00,114,42,0,0,0
30196,2019-10-17 0:30,30,사운드룩  LP턴테이블 오디오 SLT-7080BT,4,159000,6621000,42,Thursday,No,No,11,1,2,2,9.5,19.9,14,0,26,105.46,0:30:00,3,0,0,0,3
26708,2019-09-13 22:30,10,[페플럼제이] 19Fall' 시그니처 수트+베스트 컬렉션 3종 set,6,109000,13749000,127,Friday,No,Yes,10,1,2,2,17.1,27.4,21.7,0,14,105.2,22:30:00,135,84,1,0,4
28612,2019-10-01 20:40,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,598000,38369000,65,Tuesday,No,No,12,1,2,2,18.4,24.9,21.5,9.4,32,105.46,20:40:00,124,18,0,0,1
12841,2019-05-05 8:20,20,헤비추얼 남성 썸머 쿨라이프 데님 3종,6,59000,36839000,625,Sunday,Yes,No,6,1,0,2,10.9,27.3,18.9,0,49,105.05,8:20:00,50,0,0,1,6
16636,2019-06-07 21:40,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,699000,4105000,6,Friday,No,No,12,1,2,2,16.6,21.2,18.6,24.2,16,104.88,21:40:00,130,8,0,0,4
4765,2019-02-19 17:20,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,31086000,782,Tuesday,No,No,3,1,2,2,0.6,5.7,2.9,16.3,24,104.69,17:20:00,104,87,0,0,1
21651,2019-07-25 20:20,20,헤스티지 마론 양가죽 남성집업재킷,6,189000,8644000,46,Thursday,No,No,11,1,0,2,24.8,29.2,26.6,16.3,21,104.56,20:20:00,122,0,0,0,3
29007,2019-10-05 12:30,30,프라다 더블지퍼 크로스백,8,790000,1806000,3,Saturday,Yes,No,12,0,2,2,15.5,22.6,18.9,3.2,26,105.46,12:30:00,75,28,0,1,5
23907,2019-08-16 7:00,20,바바코코 젤네일스트립 SET,7,54800,15021000,275,Friday,No,No,5,1,2,2,23.3,30.7,26.4,1.9,21,104.81,7:00:00,42,106,0,0,4
30031,2019-10-15 15:00,30,[루이띠에] 18k 그레이스 골드 목걸이팔찌 세트,8,1990000,3645000,2,Tuesday,No,No,12,0,2,2,8.5,18.8,13.3,1.2,21,105.46,15:00:00,90,43,0,0,1
5730,2019-03-01 12:20,20,세균싹 행주티슈,9,39900,41196000,1033,Friday,No,Yes,3,1,2,2,-0.3,13.7,6,0,91,104.49,12:20:00,74,89,1,0,4
26180,2019-09-08 19:20,20,19년 멋진밥상 흥양농협 햅쌀 20kg,3,63900,59786000,936,Sunday,Yes,No,7,1,2,2,21.8,28.5,24.6,0.8,24,105.2,19:20:00,116,76,0,1,6
14447,2019-05-18 6:30,30,USPA  남성 아동 반팔 폴로셔츠 3종,6,69000,5659000,83,Saturday,Yes,No,8,1,0,2,16.4,21.8,18.8,21.3,22,105.05,6:30:00,39,114,0,1,5
4090,2019-02-13 7:40,20,월드컵 남성 워킹화+슬립온,8,39800,14942000,376,Wednesday,No,No,3,1,2,2,-4.1,5.3,0.3,0,43,104.69,7:40:00,46,100,0,0,2
36255,2019-12-19 1:20,20,무이자 밸런스파워 플래티늄,4,119900,1714000,15,Thursday,No,No,10,1,2,0,-1.3,6.8,2.2,0,22,105.12,1:20:00,8,0,0,0,3
25031,2019-08-27 13:00,20,효재 화원 자수 광목워싱 침구세트 슈퍼싱글,10,109000,423000,4,Tuesday,No,No,10,1,2,2,20.5,25.4,22.7,16.7,20,104.81,13:00:00,78,11,0,0,1
37226,2019-12-30 10:40,20,영산포숙성홍어회7팩,3,29900,46432000,1553,Monday,No,No,1,1,2,2,0.1,9.8,5,0.9,24,105.12,10:40:00,64,0,0,0,0
12855,2019-05-05 10:20,20,무이자 삼성 UHD TV UN55NU7050F,1,1080000,10017000,10,Sunday,Yes,No,12,0,2,0,10.9,27.3,18.9,0,49,105.05,10:20:00,62,1,0,1,6
30835,2019-10-23 11:40,20,일시불 쿠쿠전기밥솥 10인용 (QS),9,208000,24745000,119,Wednesday,No,No,11,1,2,1,12.1,20,16,0.1,25,105.46,11:40:00,70,59,0,0,2
6258,2019-03-06 1:00,20,푸마 드로즈 블랙에디션 패키지,5,89000,4164000,47,Wednesday,No,No,9,1,2,2,4.7,14.3,8.8,1,95,104.49,1:00:00,6,6,0,0,2
24083,2019-08-17 22:20,20,(무)[보루네오] 피올레 천연소가죽 소파 6인용,0,1249000,6374000,6,Saturday,Yes,No,12,1,2,2,22,31,26.2,2.1,28,104.81,22:20:00,134,8,0,1,5
21940,2019-07-28 15:00,20,NNF 쉬폰 썸머 앙상블세트,6,29000,30686000,1059,Sunday,Yes,No,1,1,2,2,25,29.9,26.9,10.9,17,104.56,15:00:00,90,0,0,1,6
5956,2019-03-03 12:00,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,148000,4293000,30,Sunday,Yes,No,11,1,2,1,2.4,14.8,8.7,0,70,104.49,12:00:00,72,4,0,1,6
22344,2019-08-01 21:00,20,무이자 LG 통돌이 세탁기,1,489000,18526000,38,Thursday,No,No,12,1,2,0,24.6,33.1,28.4,3.4,15,104.81,21:00:00,126,10,0,0,3
25747,2019-09-04 9:40,20,초특가  파뷔에 팬지 대형 후라이팬 세트,9,59800,52666000,881,Wednesday,No,No,6,1,2,2,21.4,26.2,23.4,11.9,13,105.2,9:40:00,58,52,0,0,2
16500,2019-06-06 15:40,20,CERINI by PAT 남성 썸머 쿨 카라 티셔츠 5종,6,54900,73241000,1335,Thursday,No,Yes,5,1,0,2,16.9,26.9,21.1,20.7,39,104.88,15:40:00,94,46,1,0,3
17976,2019-06-20 20:00,30,무이자 LG 휘센 싱큐 에어컨 2IN1형 FQ19V9KWA2,1,2549000,0,0,Thursday,No,No,12,1,2,0,18.2,29.2,23.4,0,26,104.88,20:00:00,120,7,0,0,3
5703,2019-03-01 6:20,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,59800,19232000,322,Friday,No,Yes,6,1,2,2,-0.3,13.7,6,0,91,104.49,6:20:00,38,107,1,0,4
