,Unnamed: 0,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량
20915,21203,2019-07-19 8:30,30.0,루이띠에 순금 크로스 트리플 목걸이 18g+골드바 1g,잡화,2030000,3252000.0,2
20916,21204,2019-07-19 8:30,30.0,루이띠에 순금 크로스 트리플 팔찌 18g+골드바 1g,잡화,2030000,3252000.0,2
20917,21205,2019-07-19 8:30,30.0,루이띠에 순금 미라클 트리플 링 15g+골드바 1g,잡화,1720000,0.0,0
20918,21206,2019-07-19 8:30,30.0,루이띠에 순금 신디스틱 목걸이 13g+골드바 1g,잡화,1590000,7575000.0,5
20919,21207,2019-07-19 8:30,30.0,루이띠에 순금 신디스틱 팔찌 13g+골드바 1g,잡화,1590000,20120000.0,13
20920,21208,2019-07-19 9:00,20.0,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,16514000.0,139
20921,21209,2019-07-19 9:00,20.0,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,7729000.0,60
20922,21210,2019-07-19 9:20,20.0,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,30005000.0,253
20923,21211,2019-07-19 9:20,20.0,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,17057000.0,133
20924,21212,2019-07-19 9:40,20.0,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,42729000.0,360
20925,21213,2019-07-19 9:40,20.0,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,18034000.0,140
20926,21214,2019-07-19 10:00,30.0,바바코코 젤네일스트립 SET,이미용,59800,28960000.0,485
20927,21215,2019-07-19 10:30,30.0,바바코코 젤네일스트립 SET,이미용,59800,63496000.0,1062
20928,21216,2019-07-19 11:00,20.0,AAD 여성 소가죽 구름 샌들,잡화,29000,15961000.0,551
20929,21217,2019-07-19 11:00,20.0,AAD 남성 소가죽 구름 샌들,잡화,29000,4981000.0,172
20930,21218,2019-07-19 11:20,20.0,AAD 여성 소가죽 구름 샌들,잡화,29000,35776000.0,1234
20931,21219,2019-07-19 11:20,20.0,AAD 남성 소가죽 구름 샌들,잡화,29000,11509000.0,397
20932,21220,2019-07-19 11:40,20.0,AAD 여성 소가죽 구름 샌들,잡화,29000,33428000.0,1153
20933,21221,2019-07-19 11:40,20.0,AAD 남성 소가죽 구름 샌들,잡화,29000,12836000.0,443
20934,21223,2019-07-19 13:00,20.0,엘렌실라 그린 에너지 썬스틱7,이미용,39900,19839000.0,498
20935,21224,2019-07-19 13:20,20.0,엘렌실라 그린 에너지 썬스틱7,이미용,39900,24278000.0,609
20936,21225,2019-07-19 13:40,20.0,엘렌실라 그린 에너지 썬스틱7,이미용,39900,30073000.0,754
20937,21226,2019-07-19 14:00,20.0,레노마 우/양산 2종세트,잡화,54900,24567000.0,448
20938,21227,2019-07-19 14:20,20.0,레노마 우/양산 2종세트,잡화,54900,55758000.0,1016
20939,21228,2019-07-19 14:40,20.0,레노마 우/양산 2종세트,잡화,54900,45434000.0,828
20940,21229,2019-07-19 15:00,10.0,초특가)에버라스트 드로즈 10+4종,속옷,39900,6743000.0,169
20941,21230,2019-07-19 15:10,10.0,초특가)에버라스트 드로즈 10+4종,속옷,39900,14548000.0,365
20942,21231,2019-07-19 15:20,10.0,초특가)에버라스트 드로즈 10+4종,속옷,39900,16049000.0,403
20943,21232,2019-07-19 15:30,10.0,초특가)에버라스트 드로즈 10+4종,속옷,39900,15669000.0,393
20944,21233,2019-07-19 15:40,10.0,초특가)에버라스트 드로즈 10+4종,속옷,39900,20145000.0,505
20945,21234,2019-07-19 15:50,10.0,초특가)에버라스트 드로즈 10+4종,속옷,39900,33568000.0,842
20946,21235,2019-07-19 16:00,20.0,AAB의 소곱창전골 800g x 8팩,농수축,55900,23343000.0,418
20947,21236,2019-07-19 16:20,20.0,AAB의 소곱창전골 800g x 8팩,농수축,55900,52363000.0,937
20948,21237,2019-07-19 16:40,20.0,AAB의 소곱창전골 800g x 8팩,농수축,55900,57376000.0,1027
20949,21238,2019-07-19 17:00,20.0,자연산 손질 통오징어 21미,농수축,40900,34923000.0,854
20950,21239,2019-07-19 17:20,20.0,자연산 손질 통오징어 21미,농수축,40900,44711000.0,1094
20951,21240,2019-07-19 17:40,20.0,자연산 손질 통오징어 21미,농수축,40900,52885000.0,1294
20952,21241,2019-07-19 18:00,20.0,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,24505000.0,447
20953,21242,2019-07-19 18:20,20.0,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,39517000.0,720
20954,21243,2019-07-19 18:40,20.0,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,49484000.0,902
20955,21244,2019-07-19 19:00,20.0,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,39800,20414000.0,513
20956,21245,2019-07-19 19:20,20.0,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,39800,34365000.0,864
20957,21246,2019-07-19 19:40,20.0,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,39800,54050000.0,1359
20958,21247,2019-07-19 20:00,20.0,일시불 LG 통돌이 세탁기,가전,439000,16428000.0,38
20959,21248,2019-07-19 20:00,20.0,무이자 LG 통돌이 세탁기,가전,489000,15354000.0,32
20960,21249,2019-07-19 20:20,20.0,일시불 LG 통돌이 세탁기,가전,439000,24632000.0,57
20961,21250,2019-07-19 20:20,20.0,무이자 LG 통돌이 세탁기,가전,489000,18333000.0,38
20962,21251,2019-07-19 20:40,20.0,일시불 LG 통돌이 세탁기,가전,439000,39680000.0,91
20963,21252,2019-07-19 20:40,20.0,무이자 LG 통돌이 세탁기,가전,489000,32148000.0,66
20964,21253,2019-07-19 21:00,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,가구,499000,3789000.0,8
20965,21254,2019-07-19 21:00,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,가구,549000,2794000.0,6
20966,21255,2019-07-19 21:00,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,가구,549000,5531000.0,11
20967,21256,2019-07-19 21:00,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,가구,599000,3044000.0,6
20968,21257,2019-07-19 21:00,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,가구,599000,1544000.0,3
20969,21258,2019-07-19 21:00,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,가구,649000,0.0,0
20970,21259,2019-07-19 21:20,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,가구,499000,5028000.0,11
20971,21260,2019-07-19 21:20,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,가구,549000,5533000.0,11
20972,21261,2019-07-19 21:20,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,가구,549000,8277000.0,16
20973,21262,2019-07-19 21:20,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,가구,599000,3044000.0,6
20974,21263,2019-07-19 21:20,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,가구,599000,13508000.0,23
20975,21264,2019-07-19 21:20,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,가구,649000,4911000.0,8
20976,21265,2019-07-19 21:40,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,가구,499000,24954000.0,51
20977,21266,2019-07-19 21:40,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,가구,549000,11011000.0,21
20978,21267,2019-07-19 21:40,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,가구,549000,15125000.0,28
20979,21268,2019-07-19 21:40,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,가구,599000,7527000.0,13
20980,21269,2019-07-19 21:40,20.0,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,가구,599000,19481000.0,33
20981,21270,2019-07-19 21:40,20.0,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,가구,649000,13015000.0,21
20982,21271,2019-07-19 22:00,15.0,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,509000,5560000.0,11
20983,21272,2019-07-19 22:00,15.0,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,539000,2970000.0,6
20984,21273,2019-07-19 22:00,15.0,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,709000,9725000.0,14
20985,21274,2019-07-19 22:00,15.0,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,749000,2090000.0,3
20986,21275,2019-07-19 22:15,15.0,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,509000,8314000.0,17
20987,21276,2019-07-19 22:15,15.0,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,539000,7406000.0,14
20988,21277,2019-07-19 22:15,15.0,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,709000,19372000.0,28
20989,21278,2019-07-19 22:15,15.0,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,749000,6170000.0,9
20990,21279,2019-07-19 22:30,15.0,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,509000,5560000.0,11
20991,21280,2019-07-19 22:30,15.0,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,539000,7351000.0,14
20992,21281,2019-07-19 22:30,15.0,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,709000,5838000.0,9
20993,21282,2019-07-19 22:30,15.0,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,749000,12344000.0,17
20994,21283,2019-07-19 22:45,15.0,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,509000,13824000.0,28
20995,21284,2019-07-19 22:45,15.0,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,539000,17628000.0,33
20996,21285,2019-07-19 22:45,15.0,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,709000,9697000.0,14
20997,21286,2019-07-19 22:45,15.0,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,749000,6197000.0,9
20998,21287,2019-07-19 23:00,20.0,일시불 썸덱스 트로이카 여행가방 10종세트,잡화,149000,12864000.0,87
20999,21288,2019-07-19 23:00,20.0,무이자 썸덱스 트로이카 여행가방 10종세트,잡화,159000,4007000.0,26
21000,21289,2019-07-19 23:20,20.0,일시불 썸덱스 트로이카 여행가방 10종세트,잡화,149000,29216000.0,197
21001,21290,2019-07-19 23:20,20.0,무이자 썸덱스 트로이카 여행가방 10종세트,잡화,159000,12577000.0,80
21002,21291,2019-07-19 23:40,20.0,일시불 썸덱스 트로이카 여행가방 10종세트,잡화,149000,33497000.0,225
21003,21292,2019-07-19 23:40,20.0,무이자 썸덱스 트로이카 여행가방 10종세트,잡화,159000,12549000.0,79
21004,21293,2019-07-20 0:00,20.0,디키즈 썸머숏팬츠3종,의류,49900,4113000.0,83
21005,21294,2019-07-20 0:20,20.0,디키즈 썸머숏팬츠3종,의류,49900,12931000.0,260
21006,21295,2019-07-20 0:40,20.0,디키즈 썸머숏팬츠3종,의류,49900,11692000.0,235
21007,21296,2019-07-20 1:00,20.0,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,6142000.0,14
21008,21297,2019-07-20 1:00,20.0,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,0.0,0
21009,21298,2019-07-20 1:00,20.0,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,0.0,0
21010,21299,2019-07-20 1:00,20.0,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,1538000.0,4
21011,21300,2019-07-20 1:20,20.0,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,8919000.0,20
21012,21301,2019-07-20 1:20,20.0,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,5069000.0,11
21013,21302,2019-07-20 1:20,20.0,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,1400000.0,4
21014,21303,2019-07-20 1:20,20.0,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,0.0,0
21015,21304,2019-07-20 1:40,18.0,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,12298000.0,28
21016,21305,2019-07-20 1:40,18.0,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,6765000.0,14
21017,21306,2019-07-20 1:40,18.0,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,0.0,0
21018,21307,2019-07-20 1:40,18.0,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,0.0,0
21019,21308,2019-07-20 6:00,20.0,1세트 믹서를 품은 텀블러,주방,49900,7413000.0,149
21020,21309,2019-07-20 6:00,20.0,2세트 믹서를 품은 텀블러,주방,89900,6875000.0,77
21021,21310,2019-07-20 6:20,20.0,1세트 믹서를 품은 텀블러,주방,49900,19092000.0,383
21022,21311,2019-07-20 6:20,20.0,2세트 믹서를 품은 텀블러,주방,89900,5246000.0,59
21023,21312,2019-07-20 6:40,20.0,1세트 믹서를 품은 텀블러,주방,49900,18144000.0,364
21024,21313,2019-07-20 6:40,20.0,2세트 믹서를 품은 텀블러,주방,89900,13681000.0,153
21025,21314,2019-07-20 7:00,20.0,엘렌실라 에스까르고에센스 커버쿠션,이미용,39900,15850000.0,398
21026,21315,2019-07-20 7:20,20.0,엘렌실라 에스까르고에센스 커버쿠션,이미용,39900,33044000.0,829
21027,21316,2019-07-20 7:40,20.0,엘렌실라 에스까르고에센스 커버쿠션,이미용,39900,49168000.0,1233
21028,21317,2019-07-20 8:00,20.0,CERINI by PAT 남성 에어 카라티셔츠 4종,의류,59900,19549000.0,327
21029,21318,2019-07-20 8:20,20.0,CERINI by PAT 남성 에어 카라티셔츠 4종,의류,59900,43565000.0,728
21030,21319,2019-07-20 8:40,20.0,CERINI by PAT 남성 에어 카라티셔츠 4종,의류,59900,79832000.0,1333
21031,21320,2019-07-20 9:00,20.0,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,의류,1590000,45977000.0,29
21032,21321,2019-07-20 9:20,20.0,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,의류,1590000,74790000.0,48
21033,21322,2019-07-20 9:40,20.0,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,의류,1590000,129156000.0,82
21034,21323,2019-07-20 10:00,30.0,프라다 듀엣 선글라스,잡화,348000,13686000.0,40
21035,21324,2019-07-20 10:00,30.0,프라다 자카드 카메라 크로스백,잡화,790000,8291000.0,11
21036,21325,2019-07-20 10:00,30.0,프라다 더블지퍼 크로스백,잡화,790000,6637000.0,9
21037,21326,2019-07-20 10:00,30.0,프라다 테스토 크로스백,잡화,790000,8121000.0,11
21038,21327,2019-07-20 10:00,30.0,프라다 테스토 탑핸들 토트 숄더백,잡화,1180000,2511000.0,3
21039,21328,2019-07-20 10:00,30.0,프라다 탑핸들 토트 숄더백,잡화,1380000,8689000.0,7
21040,21329,2019-07-20 10:00,30.0,프라다 자카드 토트 숄더백,잡화,1290000,26448000.0,21
21041,21330,2019-07-20 10:00,30.0,프라다 비텔로 피닉스 토트백,잡화,1580000,3346000.0,3
21042,21331,2019-07-20 10:30,30.0,프라다 듀엣 선글라스,잡화,348000,20285000.0,59
21043,21332,2019-07-20 10:30,30.0,프라다 자카드 카메라 크로스백,잡화,790000,16523000.0,21
21044,21333,2019-07-20 10:30,30.0,프라다 더블지퍼 크로스백,잡화,790000,3285000.0,5
21045,21334,2019-07-20 10:30,30.0,프라다 테스토 크로스백,잡화,790000,13068000.0,17
21046,21335,2019-07-20 10:30,30.0,프라다 테스토 탑핸들 토트 숄더백,잡화,1180000,12184000.0,11
21047,21336,2019-07-20 10:30,30.0,프라다 탑핸들 토트 숄더백,잡화,1380000,5809000.0,5
21048,21337,2019-07-20 10:30,30.0,프라다 자카드 토트 숄더백,잡화,1290000,2743000.0,3
21049,21338,2019-07-20 10:30,30.0,프라다 비텔로 피닉스 토트백,잡화,1580000,3346000.0,3
21050,21339,2019-07-20 11:00,20.0,리복 델타 피트니스 드로즈 12종,속옷,89000,25031000.0,282
21051,21340,2019-07-20 11:00,20.0,리복 델타 피트니스 트렁크 8종,속옷,89000,6223000.0,70
21052,21341,2019-07-20 11:00,20.0,리복 스피드윅 런닝 6종,속옷,89000,5423000.0,61
21053,21342,2019-07-20 11:20,20.0,리복 델타 피트니스 드로즈 12종,속옷,89000,35218000.0,396
21054,21343,2019-07-20 11:20,20.0,리복 델타 피트니스 트렁크 8종,속옷,89000,5039000.0,57
21055,21344,2019-07-20 11:20,20.0,리복 스피드윅 런닝 6종,속옷,89000,6884000.0,78
21056,21345,2019-07-20 11:40,20.0,리복 델타 피트니스 드로즈 12종,속옷,89000,44466000.0,500
21057,21346,2019-07-20 11:40,20.0,리복 델타 피트니스 트렁크 8종,속옷,89000,8059000.0,91
21058,21347,2019-07-20 11:40,20.0,리복 스피드윅 런닝 6종,속옷,89000,7709000.0,87
21059,21348,2019-07-20 12:00,20.0,EXR 남성 워터 액티비티 5종,의류,79000,4828000.0,62
21060,21349,2019-07-20 12:00,20.0,EXR 여성 워터 액티비티 5종,의류,79000,11177000.0,142
21061,21350,2019-07-20 12:20,20.0,EXR 남성 워터 액티비티 5종,의류,79000,12970000.0,165
21062,21351,2019-07-20 12:20,20.0,EXR 여성 워터 액티비티 5종,의류,79000,26516000.0,336
21063,21352,2019-07-20 12:40,20.0,EXR 남성 워터 액티비티 5종,의류,79000,21073000.0,267
21064,21353,2019-07-20 12:40,20.0,EXR 여성 워터 액티비티 5종,의류,79000,31166000.0,395
21065,21354,2019-07-20 13:00,20.0,코몽트 남성 메쉬티셔츠 7종,의류,39900,35465000.0,889
21066,21355,2019-07-20 13:20,20.0,코몽트 남성 메쉬티셔츠 7종,의류,39900,50129000.0,1257
21067,21356,2019-07-20 13:40,20.0,코몽트 남성 메쉬티셔츠 7종,의류,39900,62358000.0,1563
21068,21357,2019-07-20 14:00,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900,21004000.0,345
21069,21358,2019-07-20 14:20,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900,43434000.0,714
21070,21359,2019-07-20 14:40,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900,61721000.0,1014
21071,21360,2019-07-20 15:00,20.0,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,32852000.0,599
21072,21361,2019-07-20 15:20,20.0,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,47070000.0,858
21073,21362,2019-07-20 15:40,20.0,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,45950000.0,837
21074,21363,2019-07-20 16:00,20.0,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,8917000.0,54
21075,21364,2019-07-20 16:00,20.0,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,5458000.0,31
21076,21365,2019-07-20 16:00,20.0,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,4458000.0,31
21077,21366,2019-07-20 16:00,20.0,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,4231000.0,27
21078,21367,2019-07-20 16:20,20.0,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,29054000.0,173
21079,21368,2019-07-20 16:20,20.0,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,16116000.0,91
21080,21369,2019-07-20 16:20,20.0,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,10562000.0,72
21081,21370,2019-07-20 16:20,20.0,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,6007000.0,39
21082,21371,2019-07-20 16:40,20.0,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,25899000.0,155
21083,21372,2019-07-20 16:40,20.0,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,20820000.0,117
21084,21373,2019-07-20 16:40,20.0,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,22745000.0,154
21085,21374,2019-07-20 16:40,20.0,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,10171000.0,65
21086,21375,2019-07-20 17:00,20.0,안동간고등어 20팩,농수축,30900,51169000.0,1656
21087,21376,2019-07-20 17:20,20.0,안동간고등어 20팩,농수축,30900,67576000.0,2187
21088,21377,2019-07-20 17:40,20.0,안동간고등어 20팩,농수축,30900,86336000.0,2795
21089,21378,2019-07-20 18:20,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,36797000.0,615
21090,21379,2019-07-20 18:40,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,45811000.0,765
21091,21380,2019-07-20 19:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,37967000.0,634
21092,21381,2019-07-20 19:20,30.0,락앤락 비스프리 온더테이블 밀폐용기세트,주방,64800,34246000.0,529
21093,21382,2019-07-20 19:50,30.0,락앤락 비스프리 온더테이블 밀폐용기세트,주방,64800,61367000.0,948
21094,21383,2019-07-20 20:20,20.0,국내산 손질갑오징어 8팩,농수축,49900,35518000.0,712
21095,21384,2019-07-20 20:40,20.0,국내산 손질갑오징어 8팩,농수축,49900,51406000.0,1031
21096,21385,2019-07-20 21:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,67599000.0,1355
21097,21386,2019-07-20 21:20,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1200000,0.0,0
21098,21387,2019-07-20 21:20,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1330000,0.0,0
21099,21388,2019-07-20 21:20,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1690000,0.0,0
21100,21389,2019-07-20 21:20,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,1920000,13019000.0,7
21101,21390,2019-07-20 21:20,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2400000,0.0,0
21102,21391,2019-07-20 21:20,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2690000,0.0,0
21103,21392,2019-07-20 21:20,20.0,일시불 LG 울트라HD TV 75UK6200KNB,가전,2700000,6139000.0,3
21104,21393,2019-07-20 21:20,20.0,무이자 LG 울트라HD TV 75UK6200KNB,가전,2990000,0.0,0
21105,21394,2019-07-20 21:40,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1200000,8176000.0,7
21106,21395,2019-07-20 21:40,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1330000,0.0,0
21107,21396,2019-07-20 21:40,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1690000,11458000.0,7
21108,21397,2019-07-20 21:40,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,1920000,0.0,0
21109,21398,2019-07-20 21:40,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2400000,5460000.0,3
21110,21399,2019-07-20 21:40,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2690000,0.0,0
21111,21400,2019-07-20 21:40,20.0,일시불 LG 울트라HD TV 75UK6200KNB,가전,2700000,6139000.0,3
21112,21401,2019-07-20 21:40,20.0,무이자 LG 울트라HD TV 75UK6200KNB,가전,2990000,6795000.0,3
21113,21402,2019-07-20 22:00,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1200000,16211000.0,14
21114,21403,2019-07-20 22:00,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1330000,27007000.0,21
21115,21404,2019-07-20 22:00,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1690000,30516000.0,19
21116,21405,2019-07-20 22:00,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,1920000,21711000.0,12
21117,21406,2019-07-20 22:00,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2400000,0.0,0
21118,21407,2019-07-20 22:00,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2690000,0.0,0
21119,21408,2019-07-20 22:00,20.0,일시불 LG 울트라HD TV 75UK6200KNB,가전,2700000,18316000.0,7
21120,21409,2019-07-20 22:00,20.0,무이자 LG 울트라HD TV 75UK6200KNB,가전,2990000,0.0,0
21121,21410,2019-07-20 22:20,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1359000,7326000.0,6
21122,21411,2019-07-20 22:20,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1499000,28211000.0,19
21123,21412,2019-07-20 22:40,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1359000,29179000.0,22
21124,21413,2019-07-20 22:40,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1499000,20234000.0,14
21125,21414,2019-07-20 23:00,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1359000,62000000.0,46
21126,21415,2019-07-20 23:00,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1499000,64376000.0,43
21127,21416,2019-07-20 23:20,20.0,카파 드로즈 패키지 10종(3차),속옷,59000,10496000.0,178
21128,21417,2019-07-20 23:20,20.0,카파 트렁크 패키지 7종,속옷,59000,3328000.0,57
21129,21418,2019-07-20 23:20,20.0,카파 런닝 패키지 7종,속옷,59000,1699000.0,29
21130,21419,2019-07-20 23:40,20.0,카파 드로즈 패키지 10종(3차),속옷,59000,21087000.0,358
21131,21420,2019-07-20 23:40,20.0,카파 트렁크 패키지 7종,속옷,59000,8685000.0,148
21132,21421,2019-07-20 23:40,20.0,카파 런닝 패키지 7종,속옷,59000,5193000.0,89
21133,21422,2019-07-21 0:00,20.0,카파 드로즈 패키지 10종(3차),속옷,59000,16341000.0,277
21134,21423,2019-07-21 0:00,20.0,카파 트렁크 패키지 7종,속옷,59000,4252000.0,73
21135,21424,2019-07-21 0:00,20.0,카파 런닝 패키지 7종,속옷,59000,4731000.0,81
21136,21425,2019-07-21 0:20,20.0,[가이거] 블랙 에디션 다이아몬드 워치(여성용),잡화,178000,5494000.0,31
21137,21426,2019-07-21 0:20,20.0,[가이거] 블랙 에디션 다이아몬드 워치(남성용),잡화,178000,5023000.0,29
21138,21427,2019-07-21 0:40,20.0,[가이거] 블랙 에디션 다이아몬드 워치(여성용),잡화,178000,27852000.0,157
21139,21428,2019-07-21 0:40,20.0,[가이거] 블랙 에디션 다이아몬드 워치(남성용),잡화,178000,14985000.0,85
21140,21429,2019-07-21 1:00,20.0,[가이거] 블랙 에디션 다이아몬드 워치(여성용),잡화,178000,41216000.0,232
21141,21430,2019-07-21 1:00,20.0,[가이거] 블랙 에디션 다이아몬드 워치(남성용),잡화,178000,16807000.0,95
21142,21431,2019-07-21 1:20,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,16520000.0,535
21143,21432,2019-07-21 1:20,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,1584000.0,52
21144,21433,2019-07-21 1:40,15.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,23065000.0,747
21145,21434,2019-07-21 1:40,15.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,3865000.0,126
21146,21435,2019-07-21 6:00,20.0,코몽트 남성 프린트티셔츠8종,의류,39900,13554000.0,340
21147,21436,2019-07-21 6:20,20.0,코몽트 남성 프린트티셔츠8종,의류,39900,29440000.0,738
21148,21437,2019-07-21 6:40,20.0,코몽트 남성 프린트티셔츠8종,의류,39900,47537000.0,1192
21149,21438,2019-07-21 7:00,20.0,닥터 슈퍼 루테인,건강기능,59900,20631000.0,345
